date,fighter_a,fighter_b,odds_a,odds_b
2014-09-05,Rafael Natal,Chris Camozzi,-185.0,170.0
2014-09-13,Gleison Tibau,Piotr Hallmann,-235.0,215.0
2014-09-13,Jéssica Andrade,Larissa Pacheco,-110.0,100.0
2014-09-13,Igor Araujo,George Sullivan,-130.0,120.0
2014-09-20,Dan Hooker,Maximo Blanco,125.0,-135.0
2014-09-20,Jon Delos Reyes,Kyoji Horiguchi,540.0,-660.0
2014-09-20,Miesha Tate,Rin Nakai,-310.0,280.0
2014-09-27,Kevin Lee,Jon Tuck,-240.0,220.0
2014-09-27,Amanda Nunes,Cat Zingano,195.0,-215.0
2014-09-27,Dustin Poirier,Conor McGregor,240.0,-260.0
2014-09-27,Demetrious Johnson,Chris Cariaso,-1450.0,1150.0
2014-09-27,Stephen Thompson,Patrick Cote,-380.0,340.0
2014-09-27,Jorge Masvidal,James Krause,-320.0,290.0
2014-09-27,Yoel Romero,Tim Kennedy,123.0,-133.0
2014-09-27,Donald Cerrone,Eddie Alvarez,-135.0,125.0
2014-10-04,Ilir Latifi,Jan Blachowicz,-265.0,245.0
2014-10-04,Gunnar Nelson,Rick Story,-360.0,325.0
2014-10-04,Li Jingliang,Nordine Taleb,380.0,-430.0
2014-10-04,Krzysztof Jotko,Tor Troeng,-140.0,130.0
2014-10-04,Albert Tumenov,Matt Dwyer,-440.0,390.0
2014-10-04,Max Holloway,Akira Corassani,-570.0,480.0
2014-10-25,Gilbert Burns,Christos Giagos,-405.0,360.0
2014-10-25,Wilson Reis,Scott Jorgensen,-215.0,195.0
2014-10-25,Glover Teixeira,Phil Davis,-210.0,190.0
2014-10-25,Andre Fili,Felipe Arantes,-160.0,150.0
2014-10-25,Jose Aldo,Chad Mendes,-200.0,185.0
2014-10-25,Beneil Dariush,Diego Ferreira,225.0,-245.0
2014-11-07,Jake Matthews,Vagner Rocha,-475.0,420.0
2014-11-07,Louis Smolka,Richie Vaculik,-340.0,310.0
2014-11-07,Luke Rockhold,Michael Bisping,-525.0,450.0
2014-11-07,Sam Alvey,Dylan Andrews,140.0,-150.0
2014-11-07,Robert Whittaker,Clint Hester,170.0,-185.0
2014-11-07,Walt Harris,Soa Palelei,167.0,-178.0
2014-11-08,Alan Jouban,Warlley Alves,340.0,-380.0
2014-11-08,Ovince Saint Preux,Mauricio Rua,150.0,-160.0
2014-11-08,Leon Edwards,Claudio Silva,-215.0,195.0
2014-11-08,Dhiego Lima,Jorge de Oliveira,-440.0,390.0
2014-11-08,Colby Covington,Wagner Silva,-500.0,435.0
2014-11-15,Kelvin Gastelum,Jake Ellenberger,-155.0,145.0
2014-11-15,Augusto Montano,Chris Heatherly,-255.0,235.0
2014-11-15,Marlon Vera,Marco Beltran,-225.0,205.0
2014-11-15,Yair Rodriguez,Leonardo Morales,-230.0,210.0
2014-11-22,Chico Camus,Brad Pickett,165.0,-175.0
2014-11-22,Dustin Ortiz,Joseph Benavidez,380.0,-430.0
2014-11-22,Luke Barnatt,Roger Narvaez,-420.0,375.0
2014-12-06,Raquel Pennington,Ashlee Evans-Smith,175.0,-190.0
2014-12-06,Sergio Pettis,Matt Hobar,-240.0,220.0
2014-12-06,Corey Anderson,Justin Jones,-500.0,435.0
2014-12-06,Johny Hendricks,Robbie Lawler,-220.0,200.0
2014-12-12,Rose Namajunas,Carla Esparza,-110.0,-110.0
2014-12-12,Charles Oliveira,Jeremy Stephens,170.0,-185.0
2014-12-13,Bryan Barberena,Joe Ellenberger,190.0,-210.0
2014-12-13,Drew Dober,Jamie Varner,400.0,-450.0
2014-12-13,Rafael Dos Anjos,Nate Diaz,-275.0,250.0
2014-12-13,Henry Cejudo,Dustin Kimura,-225.0,185.0
2014-12-20,Patrick Cummins,Antonio Carlos Junior,-145.0,135.0
2014-12-20,Mike Rhodes,Erick Silva,325.0,-400.0
2014-12-20,Igor Pokrajac,Marcos Rogerio de Lima,400.0,-450.0
2014-12-20,Renato Moicano,Tom Niinimaki,-130.0,120.0
2014-12-20,Tim Means,Marcio Alexandre Junior,-170.0,160.0
2015-01-03,Jared Cannonier,Shawn Jordan,170.0,-185.0
2015-01-03,Daniel Cormier,Jon Jones,177.0,-192.0
2015-01-03,Cody Garbrandt,Marcus Brimage,-110.0,100.0
2015-01-03,Louis Gaudinot,Kyoji Horiguchi,450.0,-525.0
2015-01-03,Donald Cerrone,Myles Jury,-125.0,115.0
2015-01-03,Brad Tavares,Nate Marquardt,-130.0,120.0
2015-01-18,Chris Wade,Zhang Lipeng,-605.0,505.0
2015-01-18,Donald Cerrone,Benson Henderson,125.0,-135.0
2015-01-18,Gleison Tibau,Norman Parke,-150.0,140.0
2015-01-18,Uriah Hall,Ron Stallings,-1000.0,800.0
2015-01-24,Neil Seery,Chris Beal,178.0,-215.0
2015-01-24,Alexander Gustafsson,Anthony Johnson,-290.0,260.0
2015-01-24,Stanislav Nedkov,Nikita Krylov,110.0,-130.0
2015-01-31,Kelvin Gastelum,Tyron Woodley,170.0,-185.0
2015-01-31,Rafael Natal,Tom Watson,-135.0,125.0
2015-01-31,Ed Herman,Derek Brunson,540.0,-660.0
2015-01-31,Thiago Santos,Andy Enz,-175.0,165.0
2015-01-31,Miesha Tate,Sara McMann,165.0,-175.0
2015-01-31,Jordan Mein,Thiago Alves,-140.0,130.0
2015-02-14,Kevin Lee,Michel Prazeres,-155.0,145.0
2015-02-14,Zach Makovsky,Tim Elliott,110.0,-120.0
2015-02-14,Neil Magny,Kiichi Kunimoto,-815.0,645.0
2015-02-14,Max Holloway,Cole Miller,-450.0,400.0
2015-02-22,Adriano Martins,Rustam Khabilov,340.0,-380.0
2015-02-22,Jéssica Andrade,Marion Reneau,-270.0,248.0
2015-02-22,Sam Alvey,Cezar Ferreira,280.0,-340.0
2015-02-22,Sean Strickland,Santiago Ponzinibbio,-200.0,185.0
2015-02-28,Dhiego Lima,Tim Means,150.0,-160.0
2015-02-28,Raquel Pennington,Holly Holm,425.0,-550.0
2015-02-28,Gleison Tibau,Tony Ferguson,220.0,-240.0
2015-02-28,Alan Jouban,Richard Walsh,-250.0,230.0
2015-02-28,Derrick Lewis,Ruan Potts,-705.0,570.0
2015-03-14,Sergio Pettis,Ryan Benoit,-660.0,540.0
2015-03-14,Henry Cejudo,Chris Cariaso,-750.0,600.0
2015-03-14,Rafael Dos Anjos,Anthony Pettis,400.0,-450.0
2015-03-14,Johny Hendricks,Matt Brown,-380.0,340.0
2015-03-14,Beneil Dariush,Daron Cruickshank,110.0,-120.0
2015-03-21,Demian Maia,Ryan LaFlare,-105.0,-115.0
2015-03-21,Andre Fili,Godofredo Pepey,-325.0,265.0
2015-03-21,Amanda Nunes,Shayna Baszler,-750.0,525.0
2015-03-21,Gilbert Burns,Alex Oliveira,-800.0,550.0
2015-04-04,Jorge Masvidal,Al Iaquinta,-110.0,-110.0
2015-04-04,Alexander Yakovlev,Gray Maynard,-140.0,120.0
2015-04-04,Julianna Peña,Milana Dudieva,-400.0,325.0
2015-04-04,Dustin Poirier,Diego Ferreira,-150.0,130.0
2015-04-04,Michael Chiesa,Mitch Clarke,-420.0,335.0
2015-04-04,Lauren Murphy,Liz Carmouche,-120.0,100.0
2015-04-11,Pawel Pawlak,Sheldon Westcott,190.0,-230.0
2015-04-11,Sergio Moraes,Mickael Lebout,-550.0,425.0
2015-04-11,Seth Baczynski,Leon Edwards,150.0,-170.0
2015-04-11,Garreth McLellan,Bartosz Fabinski,115.0,-135.0
2015-04-11,Jan Blachowicz,Jimi Manuwa,-120.0,100.0
2015-04-18,Patrick Cummins,Ovince Saint Preux,-115.0,-105.0
2015-04-18,Max Holloway,Cub Swanson,135.0,-155.0
2015-04-18,Luke Rockhold,Lyoto Machida,-145.0,125.0
2015-04-18,Corey Anderson,Gian Villante,-400.0,325.0
2015-04-18,Beneil Dariush,Jim Miller,-165.0,145.0
2015-04-18,Tim Means,George Sullivan,-155.0,135.0
2015-04-18,Aljamain Sterling,Takeya Mizugaki,-345.0,285.0
2015-04-18,Jacare Souza,Chris Camozzi,-1600.0,1050.0
2015-04-25,Demetrious Johnson,Kyoji Horiguchi,-980.0,640.0
2015-04-25,Bryan Barberena,Chad Laprise,335.0,-420.0
2015-04-25,Nordine Taleb,Chris Clements,-210.0,175.0
2015-05-09,Dan Hooker,Hatsu Hioki,245.0,-290.0
2015-05-09,Robert Whittaker,Brad Tavares,115.0,-135.0
2015-05-09,Ben Nguyen,Alptekin Ozkilic,190.0,-230.0
2015-05-09,Jake Matthews,James Vick,-190.0,165.0
2015-05-09,Sam Alvey,Daniel Kelly,-360.0,300.0
2015-05-16,Kajan Johnson,Zhang Lipeng,-105.0,-115.0
2015-05-16,Luke Barnatt,Mark Munoz,-135.0,115.0
2015-05-16,Li Jingliang,Dhiego Lima,130.0,-140.0
2015-05-16,Neil Magny,Hyun Gyu Lim,-125.0,105.0
2015-05-23,Chris Weidman,Vitor Belfort,-420.0,335.0
2015-05-23,Donald Cerrone,John Makdessi,-700.0,500.0
2015-05-23,Daniel Cormier,Anthony Johnson,100.0,-120.0
2015-05-23,Leo Kuntz,Islam Makhachev,400.0,-500.0
2015-05-23,Uriah Hall,Rafael Natal,-420.0,335.0
2015-05-23,Zach Makovsky,John Dodson,550.0,-800.0
2015-05-23,Joseph Benavidez,John Moraga,-750.0,525.0
2015-05-23,Colby Covington,Mike Pyle,-325.0,265.0
2015-05-30,Wilson Reis,Jussier Formiga,-115.0,-105.0
2015-05-30,Tom Breese,Luiz Dutra,-155.0,135.0
2015-05-30,Nik Lentz,Charles Oliveira,225.0,-265.0
2015-05-30,Nicolas Dalby,Elizeu Zaleski dos Santos,-270.0,230.0
2015-05-30,Francimar Barroso,Ryan Jimmo,235.0,-275.0
2015-06-06,Dustin Poirier,Yancy Medeiros,-250.0,230.0
2015-06-06,Brian Ortega,Thiago Tavares,125.0,-145.0
2015-06-06,Chris Wade,Christos Giagos,-170.0,150.0
2015-06-06,Derrick Lewis,Shawn Jordan,-105.0,-115.0
2015-06-13,Chico Camus,Henry Cejudo,825.0,-1275.0
2015-06-13,Kelvin Gastelum,Nate Marquardt,-500.0,400.0
2015-06-13,Yair Rodriguez,Charles Rosa,155.0,-175.0
2015-06-13,Drew Dober,Efrain Escudero,-140.0,120.0
2015-06-13,Augusto Montano,Cathal Pendred,-110.0,-110.0
2015-06-20,Peter Sobotta,Steve Kennedy,-370.0,310.0
2015-06-20,Arnold Allen,Alan Omer,145.0,-165.0
2015-06-27,Santiago Ponzinibbio,Lorenz Larkin,150.0,-170.0
2015-06-27,Yoel Romero,Lyoto Machida,145.0,-165.0
2015-06-27,Thiago Santos,Steve Bosse,-175.0,155.0
2015-07-11,Cody Garbrandt,Henry Briones,-1000.0,650.0
2015-07-11,Gunnar Nelson,Brandon Thatch,150.0,-170.0
2015-07-11,Alex Garcia,Mike Swick,-470.0,375.0
2015-07-11,Tim Means,Matt Brown,130.0,-150.0
2015-07-11,Neil Seery,Louis Smolka,115.0,-135.0
2015-07-12,Dominic Waters,George Sullivan,210.0,-250.0
2015-07-12,Darrell Montague,Willie Gates,120.0,-130.0
2015-07-12,Vicente Luque,Michael Graves,-185.0,160.0
2015-07-12,Hayder Hassan,Kamaru Usman,200.0,-240.0
2015-07-12,Stephen Thompson,Jake Ellenberger,-245.0,205.0
2015-07-12,Jorge Masvidal,Cezar Ferreira,-200.0,170.0
2015-07-15,Igor Araujo,Sean Strickland,375.0,-470.0
2015-07-15,Alan Jouban,Matt Dwyer,-500.0,400.0
2015-07-15,Kevin Lee,James Moontasri,-315.0,285.0
2015-07-15,Jéssica Andrade,Sarah Moras,-500.0,400.0
2015-07-15,Holly Holm,Marion Reneau,-255.0,215.0
2015-07-15,Lyman Good,Andrew Craig,-270.0,230.0
2015-07-18,Ilir Latifi,Hans Stringer,-235.0,195.0
2015-07-18,Leon Edwards,Pawel Pawlak,-400.0,325.0
2015-07-25,Miesha Tate,Jessica Eye,-200.0,170.0
2015-08-01,Soa Palelei,Antonio Silva,-185.0,160.0
2015-08-01,Clint Hester,Vitor Miranda,-140.0,120.0
2015-08-01,Demian Maia,Neil Magny,-240.0,200.0
2015-08-01,Warlley Alves,Nordine Taleb,-340.0,280.0
2015-08-08,Sam Alvey,Derek Brunson,315.0,-380.0
2015-08-08,Beneil Dariush,Michael Johnson,120.0,-140.0
2015-08-08,Ovince Saint Preux,Glover Teixeira,-140.0,120.0
2015-08-08,Oluwale Bamgbose,Uriah Hall,260.0,-320.0
2015-08-08,Marlon Vera,Roman Salazar,-125.0,105.0
2015-08-08,Dustin Ortiz,Willie Gates,-480.0,383.0
2015-08-08,Amanda Nunes,Sara McMann,220.0,-260.0
2015-08-23,Daniel Jolly,Misha Cirkunov,435.0,-570.0
2015-08-23,Charles Oliveira,Max Holloway,215.0,-255.0
2015-08-23,Nikita Krylov,Marcos Rogerio de Lima,130.0,-150.0
2015-08-23,Neil Magny,Erick Silva,170.0,-200.0
2015-09-05,Demetrious Johnson,John Dodson,-560.0,430.0
2015-09-05,Jan Blachowicz,Corey Anderson,-105.0,-115.0
2015-09-05,Jéssica Andrade,Raquel Pennington,-170.0,150.0
2015-09-05,Jimi Manuwa,Anthony Johnson,525.0,-750.0
2015-09-26,Kajan Johnson,Naoyuki Kotani,-320.0,260.0
2015-09-26,Uriah Hall,Gegard Mousasi,325.0,-400.0
2015-09-26,Li Jingliang,Keita Nakamura,-310.0,255.0
2015-09-26,Chico Camus,Kyoji Horiguchi,335.0,-420.0
2015-10-03,Julianna Peña,Jessica Eye,-260.0,220.0
2015-10-03,Sergio Pettis,Chris Cariaso,-200.0,170.0
2015-10-03,Albert Tumenov,Alan Jouban,-260.0,220.0
2015-10-03,Shawn Jordan,Ruslan Magomedov,165.0,-190.0
2015-10-03,Islam Makhachev,Adriano Martins,-130.0,110.0
2015-10-03,Daniel Cormier,Alexander Gustafsson,-255.0,215.0
2015-10-03,Rose Namajunas,Angela Hill,-265.0,245.0
2015-10-03,Dan Hooker,Yair Rodriguez,230.0,-270.0
2015-10-03,Ali Bagautinov,Joseph Benavidez,280.0,-340.0
2015-10-03,Derrick Lewis,Viktor Pesta,150.0,-170.0
2015-10-24,Krzysztof Jotko,Scott Askham,125.0,-145.0
2015-10-24,Neil Seery,Jon Delos Reyes,-130.0,110.0
2015-10-24,Louis Smolka,Paddy Holohan,-185.0,160.0
2015-10-24,Tom Breese,Cathal Pendred,-280.0,240.0
2015-10-24,Garreth McLellan,Bubba Bush,270.0,-330.0
2015-11-07,Matheus Nicolau,Bruno Korea,-190.0,165.0
2015-11-07,Gleison Tibau,Abel Trujillo,-130.0,110.0
2015-11-07,Gilbert Burns,Rashid Magomedov,155.0,-175.0
2015-11-07,Glover Teixeira,Patrick Cummins,-525.0,415.0
2015-11-07,Corey Anderson,Fabio Maldonado,-700.0,500.0
2015-11-07,Pedro Munhoz,Jimmie Rivera,-170.0,150.0
2015-11-14,Robert Whittaker,Uriah Hall,135.0,-155.0
2015-11-14,Holly Holm,Ronda Rousey,525.0,-750.0
2015-11-14,Ben Nguyen,Ryan Benoit,-130.0,110.0
2015-11-14,Peter Sobotta,Kyle Noke,-245.0,205.0
2015-11-14,Jake Matthews,Akbarh Arreola,-1000.0,650.0
2015-11-21,Andre Fili,Gabriel Benitez,-230.0,190.0
2015-11-21,Neil Magny,Kelvin Gastelum,270.0,-330.0
2015-11-21,Jussier Formiga,Henry Cejudo,425.0,-550.0
2015-11-28,Leo Kuntz,Tae Hyun Bang,-330.0,270.0
2015-11-28,Jorge Masvidal,Benson Henderson,190.0,-230.0
2015-11-28,Dominic Waters,Dong Hyun Kim,550.0,-800.0
2015-12-10,Michael Chiesa,Jim Miller,-150.0,130.0
2015-12-10,Sergio Moraes,Omari Akhmedov,125.0,-145.0
2015-12-10,Aljamain Sterling,Johnny Eduardo,-640.0,470.0
2015-12-10,Thiago Santos,Elias Theodorou,185.0,-225.0
2015-12-10,Tim Means,John Howard,-410.0,330.0
2015-12-10,Santiago Ponzinibbio,Andreas Stahl,-170.0,150.0
2015-12-10,Danny Roberts,Nathan Coy,-150.0,140.0
2015-12-10,Rose Namajunas,Paige VanZant,120.0,-140.0
2015-12-12,Court McGee,Marcio Alexandre Junior,-165.0,145.0
2015-12-12,Jose Aldo,Conor McGregor,-115.0,-105.0
2015-12-12,Luke Rockhold,Chris Weidman,130.0,-150.0
2015-12-12,Max Holloway,Jeremy Stephens,-450.0,360.0
2015-12-12,Gunnar Nelson,Demian Maia,-125.0,105.0
2015-12-12,Kevin Lee,Leonardo Santos,-650.0,475.0
2015-12-12,Warlley Alves,Colby Covington,105.0,-125.0
2015-12-12,Yoel Romero,Jacare Souza,120.0,-140.0
2015-12-19,Kamaru Usman,Leon Edwards,-240.0,200.0
2015-12-19,Nik Lentz,Danny Castillo,-140.0,120.0
2015-12-19,Rafael Dos Anjos,Donald Cerrone,-170.0,150.0
2015-12-19,Nate Diaz,Michael Johnson,300.0,-360.0
2015-12-19,Valentina Shevchenko,Sarah Kaufman,-105.0,-115.0
2015-12-19,Charles Oliveira,Myles Jury,145.0,-165.0
2015-12-19,Karolina Kowalkiewicz,Randa Markos,145.0,-165.0
2015-12-19,Hayder Hassan,Vicente Luque,110.0,-130.0
2016-01-02,Alex Morono,Kyle Noke,310.0,-370.0
2016-01-02,Brian Ortega,Diego Brandao,-165.0,145.0
2016-01-02,Dustin Poirier,Joe Duffy,130.0,-150.0
2016-01-02,Drew Dober,Scott Holtzman,180.0,-220.0
2016-01-02,Albert Tumenov,Lorenz Larkin,-250.0,210.0
2016-01-17,Ilir Latifi,Sean O'Connell,-265.0,245.0
2016-01-17,Ed Herman,Tim Boetsch,150.0,-170.0
2016-01-17,Rob Font,Joey Gomez,-220.0,180.0
2016-01-17,Francimar Barroso,Elvis Mutapcic,140.0,-160.0
2016-01-17,Chris Wade,Mehdi Baghdad,-470.0,375.0
2016-01-30,Dustin Ortiz,Wilson Reis,-275.0,235.0
2016-01-30,Randy Brown,Matt Dwyer,-145.0,125.0
2016-01-30,Rafael Natal,Kevin Casey,-175.0,155.0
2016-01-30,Bryan Barberena,Sage Northcutt,235.0,-275.0
2016-01-30,Alexander Yakovlev,George Sullivan,-105.0,-115.0
2016-02-06,Stephen Thompson,Johny Hendricks,245.0,-290.0
2016-02-06,Mickey Gall,Mike Jackson,-525.0,450.0
2016-02-06,Zach Makovsky,Joseph Benavidez,335.0,-420.0
2016-02-06,Derrick Lewis,Damian Grabowski,-105.0,-115.0
2016-02-06,Misha Cirkunov,Alex Nicholson,-700.0,500.0
2016-02-21,Donald Cerrone,Alex Oliveira,-270.0,230.0
2016-02-21,Lauren Murphy,Kelly Faszholz,-310.0,255.0
2016-02-21,Cody Garbrandt,Augusto Mendes,-450.0,360.0
2016-02-21,Oluwale Bamgbose,Daniel Sarafian,110.0,-130.0
2016-02-21,Derek Brunson,Roan Carneiro,-365.0,305.0
2016-02-21,Sean Strickland,Alex Garcia,-115.0,-105.0
2016-02-27,Anderson Silva,Michael Bisping,-275.0,235.0
2016-02-27,Tom Breese,Keita Nakamura,-1165.0,750.0
2016-02-27,Marlon Vera,Davey Grant,160.0,-185.0
2016-02-27,Arnold Allen,Yaotzin Meza,-340.0,280.0
2016-03-05,Ilir Latifi,Gian Villante,-185.0,160.0
2016-03-05,Corey Anderson,Tom Lawlor,-250.0,210.0
2016-03-05,Valentina Shevchenko,Amanda Nunes,-115.0,-105.0
2016-03-05,Nordine Taleb,Erick Silva,185.0,-225.0
2016-03-05,Nate Diaz,Conor McGregor,340.0,-425.0
2016-03-05,Holly Holm,Miesha Tate,-300.0,250.0
2016-03-19,Jake Matthews,Johnny Case,105.0,-125.0
2016-03-19,Neil Magny,Hector Lombard,-120.0,100.0
2016-03-19,Alan Jouban,Brendan O'Reilly,-525.0,415.0
2016-03-19,Dan Hooker,Mark Eddiva,-160.0,150.0
2016-04-10,Curtis Blaydes,Francis Ngannou,-160.0,140.0
2016-04-10,Jared Cannonier,Cyril Asker,-135.0,115.0
2016-04-10,Derrick Lewis,Gabriel Gonzaga,-150.0,130.0
2016-04-10,Igor Pokrajac,Jan Blachowicz,280.0,-340.0
2016-04-10,Alessio Di Chirico,Bojan Velickovic,155.0,-175.0
2016-04-10,Nicolas Dalby,Zak Cummings,-105.0,-115.0
2016-04-16,Beneil Dariush,Michael Chiesa,-165.0,145.0
2016-04-16,Randy Brown,Michael Graves,125.0,-145.0
2016-04-16,Raquel Pennington,Bethe Correia,-220.0,180.0
2016-04-16,Elizeu Zaleski dos Santos,Omari Akhmedov,125.0,-145.0
2016-04-16,Glover Teixeira,Rashad Evans,-225.0,185.0
2016-04-16,Court McGee,Santiago Ponzinibbio,100.0,-120.0
2016-04-16,John Dodson,Manvel Gamburyan,-450.0,400.0
2016-04-16,Oluwale Bamgbose,Cezar Ferreira,-185.0,160.0
2016-04-23,Andre Fili,Yair Rodriguez,-110.0,-110.0
2016-04-23,Robert Whittaker,Rafael Natal,-325.0,265.0
2016-04-23,Clint Hester,Marcos Rogerio de Lima,100.0,-120.0
2016-04-23,Danny Roberts,Dominique Steele,-355.0,295.0
2016-04-23,Jon Jones,Ovince Saint Preux,-720.0,510.0
2016-04-23,Demetrious Johnson,Henry Cejudo,-340.0,280.0
2016-04-23,Walt Harris,Cody East,160.0,-185.0
2016-04-23,Sergio Pettis,Chris Kelades,-225.0,185.0
2016-04-23,Kevin Lee,Efrain Escudero,-360.0,300.0
2016-05-08,Neil Seery,Kyoji Horiguchi,450.0,-600.0
2016-05-08,Josh Emmett,Jon Tuck,-110.0,-110.0
2016-05-08,Nikita Krylov,Francimar Barroso,-200.0,170.0
2016-05-08,Garreth McLellan,Magnus Cedenblad,210.0,-250.0
2016-05-08,Gunnar Nelson,Albert Tumenov,135.0,-155.0
2016-05-08,Dominic Waters,Leon Edwards,230.0,-270.0
2016-05-08,Chris Wade,Rustam Khabilov,145.0,-165.0
2016-05-14,Renato Moicano,Zubaira Tukhugov,100.0,-120.0
2016-05-14,Corey Anderson,Mauricio Rua,-160.0,140.0
2016-05-14,Jacare Souza,Vitor Belfort,-280.0,240.0
2016-05-14,Patrick Cummins,Rogerio Nogueira,-235.0,195.0
2016-05-14,Rob Font,John Lineker,125.0,-145.0
2016-05-14,Demian Maia,Matt Brown,-350.0,290.0
2016-05-14,Warlley Alves,Bryan Barberena,-600.0,450.0
2016-05-14,Thiago Santos,Nate Marquardt,-360.0,300.0
2016-05-29,Aljamain Sterling,Bryan Caraway,-310.0,255.0
2016-05-29,Jorge Masvidal,Lorenz Larkin,-115.0,-105.0
2016-05-29,Cody Garbrandt,Thomas Almeida,170.0,-200.0
2016-06-04,Jéssica Andrade,Jessica Penne,-130.0,110.0
2016-06-04,Beneil Dariush,James Vick,-140.0,120.0
2016-06-04,Brian Ortega,Clay Guida,-235.0,195.0
2016-06-04,Luke Rockhold,Michael Bisping,-750.0,525.0
2016-06-04,Max Holloway,Ricardo Lamas,-270.0,230.0
2016-06-04,Tom Breese,Sean Strickland,-110.0,-110.0
2016-06-18,Krzysztof Jotko,Tamdan McCrory,150.0,-170.0
2016-06-18,Stephen Thompson,Rory MacDonald,-115.0,-105.0
2016-06-18,Colby Covington,Jonathan Meunier,-235.0,195.0
2016-06-18,Ion Cutelaba,Misha Cirkunov,180.0,-220.0
2016-06-18,Ali Bagautinov,Geane Herrera,-260.0,220.0
2016-06-18,Donald Cerrone,Patrick Cote,-170.0,150.0
2016-06-18,Sam Alvey,Elias Theodorou,195.0,-235.0
2016-07-07,Derrick Lewis,Roy Nelson,110.0,-130.0
2016-07-07,Pedro Munhoz,Russell Doane,-240.0,200.0
2016-07-07,Gilbert Burns,Lukasz Sajewski,-265.0,225.0
2016-07-07,Alan Jouban,Belal Muhammad,-145.0,125.0
2016-07-07,Rafael Dos Anjos,Eddie Alvarez,-290.0,245.0
2016-07-08,Andrew Sanchez,Khalil Rountree Jr.,-160.0,140.0
2016-07-08,Matheus Nicolau,John Moraga,120.0,-140.0
2016-07-08,Anthony Smith,Cezar Ferreira,-105.0,-115.0
2016-07-08,Li Jingliang,Anton Zafir,-310.0,255.0
2016-07-08,Tatiana Suarez,Amanda Cooper,-370.0,310.0
2016-07-08,Kevin Lee,Jake Matthews,140.0,-160.0
2016-07-09,Jose Aldo,Frankie Edgar,120.0,-140.0
2016-07-09,Thiago Santos,Gegard Mousasi,245.0,-290.0
2016-07-09,Daniel Cormier,Anderson Silva,-430.0,345.0
2016-07-09,Amanda Nunes,Miesha Tate,-325.0,265.0
2016-07-09,Julianna Peña,Cat Zingano,155.0,-175.0
2016-07-09,Kelvin Gastelum,Johny Hendricks,-115.0,-105.0
2016-07-13,Devin Clark,Alex Nicholson,-220.0,180.0
2016-07-13,Ben Nguyen,Louis Smolka,-125.0,105.0
2016-07-13,Sam Alvey,Eric Spicely,-275.0,235.0
2016-07-23,Valentina Shevchenko,Holly Holm,165.0,-190.0
2016-07-23,Alexander Yakovlev,Kamaru Usman,210.0,-250.0
2016-07-30,Jorge Masvidal,Ross Pearson,-265.0,225.0
2016-07-30,Tyron Woodley,Robbie Lawler,100.0,-120.0
2016-07-30,Ed Herman,Nikita Krylov,200.0,-240.0
2016-07-30,Ryan Benoit,Fredy Serrano,-105.0,-115.0
2016-07-30,Karolina Kowalkiewicz,Rose Namajunas,165.0,-190.0
2016-07-30,Wilson Reis,Hector Sandoval,-360.0,300.0
2016-08-06,Marcin Tybura,Viktor Pesta,-110.0,-110.0
2016-08-06,Santiago Ponzinibbio,Zak Cummings,-110.0,-110.0
2016-08-06,Court McGee,Dominique Steele,-150.0,130.0
2016-08-06,Yair Rodriguez,Alex Caceres,-335.0,275.0
2016-08-06,Justin Ledet,Chase Sherman,-120.0,100.0
2016-08-20,Tim Means,Sabah Homasi,-420.0,335.0
2016-08-20,Nate Diaz,Conor McGregor,115.0,-135.0
2016-08-20,Mike Perry,Hyun Gyu Lim,235.0,-275.0
2016-08-20,Marvin Vettori,Alberto Uda,-165.0,145.0
2016-08-20,Cody Garbrandt,Takeya Mizugaki,-525.0,415.0
2016-08-20,Glover Teixeira,Anthony Johnson,200.0,-240.0
2016-08-20,Max Griffin,Colby Covington,335.0,-420.0
2016-08-20,Neil Magny,Lorenz Larkin,-140.0,120.0
2016-08-20,Raquel Pennington,Elizabeth Phillips,-320.0,260.0
2016-08-20,Donald Cerrone,Rick Story,-140.0,120.0
2016-08-27,Charles Oliveira,Anthony Pettis,145.0,-165.0
2016-08-27,Sam Alvey,Kevin Casey,-270.0,230.0
2016-08-27,Garreth McLellan,Alessio Di Chirico,270.0,-330.0
2016-08-27,Demian Maia,Carlos Condit,115.0,-135.0
2016-09-03,Jan Blachowicz,Alexander Gustafsson,500.0,-700.0
2016-09-03,Ilir Latifi,Ryan Bader,150.0,-170.0
2016-09-03,Peter Sobotta,Nicolas Dalby,170.0,-200.0
2016-09-03,Jack Hermansson,Scott Askham,-115.0,-105.0
2016-09-10,Nik Lentz,Michael McBride,-550.0,425.0
2016-09-10,Brad Tavares,Caio Magalhaes,-220.0,180.0
2016-09-10,Mickey Gall,CM Punk,-430.0,345.0
2016-09-10,Drew Dober,Jason Gonzalez,-150.0,130.0
2016-09-17,Dustin Poirier,Michael Johnson,-165.0,145.0
2016-09-17,Uriah Hall,Derek Brunson,160.0,-185.0
2016-09-17,Chris Wade,Islam Makhachev,115.0,-135.0
2016-09-17,Augusto Montano,Belal Muhammad,375.0,-470.0
2016-09-17,Randy Brown,Erick Montano,-550.0,425.0
2016-09-24,Thiago Santos,Eric Spicely,-800.0,550.0
2016-09-24,Vicente Luque,Hector Urbina,-580.0,440.0
2016-09-24,Gilbert Burns,Michel Prazeres,-245.0,205.0
2016-09-24,Dustin Ortiz,Jussier Formiga,175.0,-210.0
